,Unnamed: 0,price,location,sqm,extra,text,link,rooms,Épület típusa,Közös költség,Fűtés,Minimum bérlési idő,Berendezés,Emelet,Lift,Kilátás,Erkélyek száma,Min. bérlési idő,Energiatanúsítvány,Ház jellege,Ingatlan állapota,Komfort fokozat,Parkolási lehetőség,Épület szintjei,Rezsi költség,Beköltözhető,Mosógép van,Építés éve,Melegvíz,Konyhai szellőzés,Tájolás,Belmagasság,Közös költségben,Városrész,Különnyíló szoba,Amerikai konyha,Gyermekbarát,Hall,Kisállat,Kábeltévé szolgáltató,Kaució,Diákoknak,Hónapokra is,Bérleti díj hónapokra,Kaució hónapokra,Társasház neve,Dohányzás
231,231,390000,"Fischer István utca Budapest, XIV. kerület",68,"{'Épület típusa': 'Lakás', 'Városrész': 'Alsórákos', 'Közös költség': '35 000 Ft/hó', 'Rezsi költség': '15 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-05-31', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '3', 'Emelet': '4', 'Lift': 'Van', 'Kilátás': 'Kertre néző', 'Erkélyek száma': '1', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Kisállat': 'Igen', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': '2018 után épült (Újépítésű)', 'Ingatlan állapota': 'Kiváló', 'Komfort fokozat': 'Duplakomfortos', 'Parkolási lehetőség': 'Mélygarázs', 'Épület szintjei': '4', 'Közös költségben': 'Épület takarítás, Fűtés, Parkfenntartás, Vízfelfűtés, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Fürdőkád Felszereltség: Klíma Részletek
Kiadó Zuglóban a Thermal Zugló Társasház III. ütemében Az A1 épületben egy 68 m2-es, 4.emeleti, erkélyes, igényesen bútorozott, két hálószoba + nappalis lakás. 
A lakás minőségi egységes bútorzattal, prémium kategóriás gépekkel felszerelt konyhával, nagy képernyős televízióval- T-home TV és 300 Mbites internettel, beépített mosogató és mosógéppel, minőségi függönyözéssel, elektromos redőnyözéssel, minden szobában klimatizálással felszerelt .
 A lakáshoz 8 m2 nagy erkély tartozik. 
A tágas fürdőszoba (amelyben van egy WC) mellett külön helységben helyezkedik el egy második WC. Mindkét háló minőségi nagy szekrénnyel felszerelt. 
A lakáshoz 30.000 Ft/hó áron gépkocsibeálló bérelhető a mélygarázsban pontosan a lift mellet.
A lakás a legfelső szinten van, a szobákból és teraszról csodálatos, páratlan panoráma nyílik a mogyoródi úti sport pálya és nyílt szórakozó központjára illetve felhőtlen kilátás egész dél Zugló és Csömör felé. Paskál Thermál fürdő, uszoda, Rákos patak 3 percnyi séta távolságban van.
A közelben: szupermarketek, piacok, éttermek, iskolák, háziorvosok stb.
A fűtés, meleg-hideg víz : házközponti, közösköltséggel együtt haviszámlázásra kerül ( mai napjainkig kb 35 e Ft), azon kívül a villany kb 8.000 Ft, T-home: 7.000 Ft , így az összes rezsi kb. 50.000 Ft.
Május 31.-től költözhető , minimum bérleti idő: 1 év
2 havi kaució szükséges!
Amennyiben színvonalas otthonra vágyik, kérem hívjon. Kizárólag igényes bérlők jelentkezését várom.
Közjegyzői kiköltözési okiratot kérünk, ennek ügyintézését a bérlő intézi.
",https://www.alberlet.hu/kiado_alberlet/budapest-XIV-kerulet-fischer-istvan-utca-68m2-3-szoba_744066,3.0,Lakás,35 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",4,Van,Kertre néző,1,Legalább 1 év,Nem adott,2018 után épült (Újépítésű),Kiváló,Duplakomfortos,Mélygarázs,4,15 000 Ft/hó,2024-05-31,Igen,,,,,,"Épület takarítás, Fűtés, Parkfenntartás, Vízfelfűtés, Szemétszállítás, Lift üzemeltetés",Alsórákos,3,Van,,,Igen,,,,,,,,
232,232,350000,"Ferenciek tere Budapest, V. kerület",62,"{'Épület típusa': 'Lakás', 'Közös költség': '27 000 Ft/hó', 'Rezsi költség': '40 000 Ft/hó', 'Fűtés': 'Házközponti', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-03-29', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '2', 'Kilátás': 'Panorámás', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '5'}","
Lakás jellemzők: Galéria Felszereltség: Klíma Részletek
Hosszútávra kiadó az V. kerületben, a Ferenciek terén egy 62 nm-es, 1 szobás loft lakás.

Az ingatlan ÚJSZERŰ állapotú, BÚTOROZOTT, GÉPESÍTETT.
Szobája GALÉRIÁZOTT, napfényes, tágas, panorámás kilátással.
KLÍMÁVAL felszerelt.
A fürdőszoba és a mellékhelyiség külön légtérben található.

Közös költség 27.000 Ft/hó.

Elhelyezkedése kiváló, pár perc sétatávolságon belül elérhető az M3-as metró, 72-es troli, 47, 48, 49-es villamos.

2 havi kaució és egy havi lakbér ellenében AZONNAL költözhető.


Környék: Astoria, Deák tér
Közlekedés: 47-es 49-es villamos, Metro 3 kék
",https://www.alberlet.hu/kiado_alberlet/budapest-V-kerulet-ferenciek-tere-62m2-1-szoba_743874,1.0,Lakás,27 000 Ft/hó,Házközponti,Legalább 1 év,"Berendezett, gépesített",2,,Panorámás,,Legalább 1 év,Nem adott,Klasszikus (1950 előtt épült),Felújított,Összkomfortos,Fizetős parkoló övezet,5,40 000 Ft/hó,2024-03-29,,,,,,,,,,,,,,,,,,,,,
233,233,185000,"Dési Huber utca Budapest, IX. kerület",37,"{'Épület típusa': 'Lakás', 'Közös költség': '12 000 Ft/hó', 'Fűtés': 'Gáz, konvektor', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '1', 'Kilátás': 'Utcai', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Lakótelepi', 'Ingatlan állapota': 'Felújított', 'Parkolási lehetőség': 'Utcán ingyenes', 'Épület szintjei': '4'}","
Részletek
IX. kerületben a Dési Huber utcában kiadó egy 37nm-es, 1+1 szobás lakás hosszútávra!

Panel házban, József Attila telepen helyezkedik el az ingatlan, csendes, nyugodt környezetben.
FELÚJÍTOTT, BÚTOROZOTT, GÉPESÍTETT.
Elosztása: előszoba, hálószóba-nappali, fél szoba, konyha, kádas fürdő és WC egy helyen.

Kisállat tartása sajnos nem engedélyezett.

Bérleti díj: 185.000 ft/hó
Közös költség: 11.900 ft/hó

A lakás 2 havi kaució és 1 havi bérleti díj ellenében AZONNAL KÖLTÖZHETŐ!
",https://www.alberlet.hu/kiado_alberlet/budapest-IX-kerulet-desi-huber-utca-37m2-2-szoba_743020,1.5,Lakás,12 000 Ft/hó,"Gáz, konvektor",Legalább 1 év,"Berendezett, gépesített",1,,Utcai,,Legalább 1 év,Nem adott,Lakótelepi,Felújított,,Utcán ingyenes,4,,,,,,,,,,,,,,,,,,,,,,,
234,234,420000,"Corvin sétány Budapest, VIII. kerület",63,"{'Épület típusa': 'Lakás', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '8', 'Lift': 'Van', 'Kilátás': 'Udvari', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '9'}","
Részletek
Kiadó a C O R V I N  SÉTÁNYON egy igényes, teljesen bútorozott, új építésű lakás minden felszereléssel együtt.
A lakás a 8. emeleten található, csendes, délelőtt és délután is benapozott elhelyezkedésű.

A lakás jó kilátású, 8 m2-es terasszal rendelkezik.

Amerikai konyhás nappalival rendelkezik, melyhez 2 szoba, 1 fürdőszoba és 2 db WC tartozik.

A Corvin sétányon minden van, éttermek, üzletek....Corvin Pláza a szomszédban.
A METRÓ, 4-es, 6-os villamos pár lépésre.
Kisállat nem hozható.

Az ingatlan minimum 1 évre kiadó 2 havi kaucióval.
Bérleti díj: 420 000 Ft/hó
Hétvégén  is hívhat!

",https://www.alberlet.hu/kiado_alberlet/budapest-VIII-kerulet-corvin-setany-63m2-2-szoba_744373,2.0,Lakás,,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",8,Van,Udvari,1,Legalább 1 év,Nem adott,,,Összkomfortos,Fizetős parkoló övezet,9,,,,,,,,,,,,,,,,,,,,,,,
235,235,169000,"Mese köz Budapest, XII. kerület",33,"{'Épület típusa': 'Lakás', 'Városrész': 'Virányos', 'Kaució': '338 000 Ft', 'Közös költség': '11 000 Ft/hó', 'Rezsi költség': '10 000 Ft/hó', 'Fűtés': 'Gáz, konvektor', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Részben berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': 'Földszint', 'Kilátás': 'Kertre néző', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Jó', 'Komfort fokozat': 'Komfortos', 'Melegvíz': 'Elektromos kazán', 'Konyhai szellőzés': 'Ablak', 'Parkolási lehetőség': 'Utcán ingyenes', 'Épület szintjei': '3', 'Közös költségben': 'Épület takarítás, Parkfenntartás, Víz, Szemétszállítás'}","
Lakás jellemzők: Fürdőkád, Redőny, Műanyag ablak Felszereltség: Fürdő ablakkal, Közös napozókert Részletek
SZÉPILONÁNÁL, KIVÁLÓ KÖZLEKEDÉSSEL kiadó hosszú távra (min. 1 év) egy FÖLDSZINTI, 33 nm-es garzonlakás.
Részben berendezett, igény szerint kiüríthető.
Gépesített konyha, kádas, nagy ablakos fürdő mosógéppel, wc-vel.
REZSIJE RENDKÍVÜL KEDVEZŐ: nyáron csupán 4-5000 Ft, télen, fűtéssel sem több 17-18000 Ft-nál, a közös költség a vízfogyasztást tartalmazza.
Környék: Moholy-Nagy Művészeti Egyetem, Budagyöngye Bevásárlóközpont, Zugligeti-erdő. 56, 56A, 59B, 61 villamosok, 22, 91, 129, 222, 291 buszok pár percre, de az 5, 155 és 156-os buszok megállója is 10 percen belül elérhető.
Kisállat nem hozható!
1 havi bérleti díjjal + 2 havi kaucióval azonnal költözhető.

További felmerülő kérdéseivel hívjon bizalommal!
Bérlőknek a közvetítés DÍJTALAN!
",https://www.alberlet.hu/kiado_alberlet/budapest-XII-kerulet-mese-koz-33m2-1-szoba_742621,1.0,Lakás,11 000 Ft/hó,"Gáz, konvektor",Legalább 1 év,"Részben berendezett, gépesített",Földszint,,Kertre néző,,Legalább 1 év,Nem adott,,Jó,Komfortos,Utcán ingyenes,3,10 000 Ft/hó,,Igen,,Elektromos kazán,Ablak,,,"Épület takarítás, Parkfenntartás, Víz, Szemétszállítás",Virányos,1,,,,,,338 000 Ft,,,,,,
236,236,480000,"Corvin sétány Budapest, VIII. kerület",70,"{'Épület típusa': 'Lakás', 'Városrész': 'Józsefváros – Corvinnegyed', 'Közös költség': '24 000 Ft/hó', 'Rezsi költség': '26 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-10', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '2', 'Emelet': '8', 'Lift': 'Van', 'Kilátás': 'Kertre néző', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Kiváló', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Mélygarázs', 'Épület szintjei': '9'}","
Részletek
Kiadó a Corvin sétányon egy igényes, teljesen bútorozott, új építésű lakás minden felszereléssel együtt.
A lakás a 8. emeleten található, csendes, délelőtt és délután is benapozott elhelyezkedésű.

A lakás jó kilátású, 8 m2-es terasszal rendelkezik.

Amerikai konyhás nappalival rendelkezik, melyhez 2 szoba, 1 fürdőszoba és 2 db WC tartozik.

A Corvin sétányon minden van, éttermek, üzletek....Corvin Pláza a szomszédban.
A METRÓ, 4-es, 6-os villamos pár lépésre.

A lakás hosszú távra kiadó. Kisállat nem hozható, nem dohányzó. Kizárólag igényes bérlők jelentkezését várom. 1, maximum 2 fő számára.
",https://www.alberlet.hu/kiado_alberlet/budapest-VIII-kerulet-corvin-setany-70m2-3-szoba_744306,3.0,Lakás,24 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",8,Van,Kertre néző,1,Legalább 1 év,Nem adott,,Kiváló,Összkomfortos,Mélygarázs,9,26 000 Ft/hó,2024-04-10,,,,,,,,Józsefváros – Corvinnegyed,2,,,,,,,,,,,,
237,237,237000,"Eötvös utca Budapest, VI. kerület",36,"{'Épület típusa': 'Lakás', 'Városrész': 'Külső-Terézváros', 'Közös költség': '3 000 Ft/hó', 'Rezsi költség': '20 000 Ft/hó', 'Fűtés': 'Elektromos', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-16', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': 'Földszint', 'Kilátás': 'Udvari', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Épület szintjei': '5'}","
Részletek
EXKLUZÍV ÚJSZERŰ STÚDIÓLAKÁS A VI. KERÜLETBEN KIADÓ !!

VI. NYUGATI PÁLYAUDVARHOZ KÖZEL, AZ EÖTVÖS UTCÁN KIADÓ EGY KIVÉTELES HÁZBAN LÉVŐ 36 NM-ES 1 HÁLÓ+NAPPALIS ( AMERIKAI KONYHÁS ) LAKÁS.
AZ INGATLAN TELJES KÖRŰ FELÚJÍTÁSON ESETT ÁT, A LAKÁS GYÖNYÖRŰ, HANGULATOS, BERENDEZETT, MINDEN IGÉNYT KIELÉGÍT.
A BELSŐ SZINTES LAKÁSBAN A HÁLÓSZOBA FENT KAPOTT HELYET, FRANCIAÁGGYAL ÉS EGY HATALMAS BEÉPÍTETT GARDRÓBSZEKRÉNNYEL.
LENT PEDIG EGY HÁZTARTÁSI GÉPEKKEL FELSZERELT SZÉP KONYHA, EGY NAPPALI ( TV-VEL) ÉS EGY GYÖNYÖRŰ ZUHANYZÓS FÜRDŐSZOBA TALÁLHATÓ!
A LAKÁS REZSIJE RENDKÍVÜL KEDVEZŐ. (KÖZÖS KÖLTSÉG MINDÖSSZE: 3500 FT)
TOVÁBBI EXTRÁK: 3 RÉTEGŰ ÜVEGEZÉSSEL KÉSZÜLT NYÍLÁSZÁRÓK, KAMERARENDSZER A HÁZBAN.
A KÖZLEKEDÉS KIVÁLÓ A VÁROS BÁRMELY PONTJÁRA: METRÓVAL, VAGY 4-6-OS VILLAMOSSAL!
A LAKÁS AZONNAL KÖLTÖZHETŐ.

BÉRLETI DÍJ: 600 Euro /HÓ+REZSI+KAUCIÓ
ÉRDEKLŐDNI:
SEXTY BRIGITTA
",https://www.alberlet.hu/kiado_alberlet/budapest-VI-kerulet-eotvos-utca-36m2-2-szoba_743463,1.5,Lakás,3 000 Ft/hó,Elektromos,Legalább 1 év,"Berendezett, gépesített",Földszint,,Udvari,,Legalább 1 év,Nem adott,Klasszikus (1950 előtt épült),Felújított,Összkomfortos,,5,20 000 Ft/hó,2024-04-16,Igen,,,,,,,Külső-Terézváros,1,Van,,,,,,,,,,,
238,238,440000,"Viza utca Budapest, XIII. kerület",70,"{'Épület típusa': 'Lakás', 'Városrész': 'Vizafogó', 'Közös költség': '27 000 Ft/hó', 'Rezsi költség': '33 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-15', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '2', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Kertre néző', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Kiváló', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Mélygarázs', 'Épület szintjei': '5'}","
Részletek
XIII. kerület legfrekventáltabb részén, Vizafogón, a Dunától sétatávolságra, a Viza utcában KIADÓ egy 70 nm alapterületű, újépítésű, bútorozott, gépesített, ERKÉLYES, világos, DNY-i tájolású lakás.

Az ingatlan a társasház 3. emeletén található, egy nagy előszobából, 2 nagyméretű, külön nyíló hálószobából, egy hatalmas amerikai konyhás nappaliból, 1 kádas és zuhanyzóval is ellátott fürdőszobából, egy vendég mosdóból és egy háztartási helyiségből áll. A konyha teljesen felszerelt, gépesített.

Az ingatlan lakberendező által berendezett. A társasház gyönyörűen kialakított belső zárt kerttel rendelkezik, ahova csak az ott lakók juthatnak be.

Az ingatlanhoz tartozik egy teremgarázs beálló

Dohányzás és kisállat tartása nem megengedett.

Az ingatlan 2 havi kaucióval és első havi bérleti díjjal AZONNAL költözhető.

Az ingatlan nagyon jó elhelyezkedésű, sétatávolságra van a Dunapart, közel a Dózsa-Györgyi metrómegálló, a Váci út vagy a Margitsziget.

A környék jól ellátott, a közelben megtalálhatók: élelmiszerboltok, kozmetika, fodrász, étterem, orvosi rendelő, gyógyszertár, iskola, óvoda.
",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-viza-utca-70m2-3-szoba_744477,3.0,Lakás,27 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",3,Van,Kertre néző,1,Legalább 1 év,Nem adott,,Kiváló,Összkomfortos,Mélygarázs,5,33 000 Ft/hó,2024-04-15,,,,,,,,Vizafogó,2,,,,,,,,,,,,
239,239,250000,"Kárpát utca Budapest, XIII. kerület",50,"{'Épület típusa': 'Lakás', 'Városrész': 'Újlipótváros', 'Közös költség': '18 000 Ft/hó', 'Rezsi költség': '25 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-15', 'Berendezés': 'Üres, gépesített', 'Emelet': '9', 'Lift': 'Van', 'Kilátás': 'Dunai', 'Min. bérlési idő': 'Legalább 1 év', 'Gyermekbarát': 'Igen', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'C', 'Ház jellege': 'Lakótelepi', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Konyhai szellőzés': 'Ablak', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Közös költségben': 'Épület takarítás, Víz, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Fürdőkád, Külön WC, Mosogatógép Felszereltség: Klíma Részletek
*for english please scroll down*
Dunai panorámás, 2 szobás, erkélyes, 9. emeleti lakás bérbeadó. ( lift van )
Felszereltség: mosógép, mosogatógép, hűtő, sütő, mikrohullámú sütő.
Klíma van.
Kiváló lokáció, közeli busz és metró megállók.
Boltok, éttermek, óvoda és iskola a közelben. Margit-sziget séta távolságra.
Hélia szálló mellett, fitness és wellness részleg térítés ellenében.

Felújított lépcsőház, rendezett lakóközösség.

Havi bérleti díj: 250.000 Ft + rezsi (kb. 25.000 Ft).
Azonnal költözhető.
Szerződéskötés, 1 havi lakbér és 2 havi kaució szükséges a beköltözéshez.

*ENGLISH*

Danube panorama, 2-room, balcony, 9th floor apartment for rent. ( there is an elevator )
Equipment: washing machine, dishwasher, fridge, oven, microwave.
There is air conditioning.
Excellent location, close bus and metro stops.
Shops, restaurants, kindergarten and school nearby. Margaret Island is within walking distance.
Next to Hotel Helia, fitness and wellness area for a fee.

Renovated staircase, tidy residential community.

Monthly rent: 250.000 HUF + utilities (approx. 25.000 HUF).
It can be moved immediately.
Contracting, 1 month's rent and 2 months' deposit are required to move in.
Közlekedés: Metro 3 kék
",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-karpat-utca-50m2-2-szoba_744663,2.0,Lakás,18 000 Ft/hó,Távfűtés,Legalább 1 év,"Üres, gépesített",9,Van,Dunai,,Legalább 1 év,C,Lakótelepi,Felújított,Összkomfortos,Fizetős parkoló övezet,,25 000 Ft/hó,2024-04-15,Igen,,,Ablak,,,"Épület takarítás, Víz, Szemétszállítás, Lift üzemeltetés",Újlipótváros,,,Igen,,,,,,,,,,
240,240,320000,"Madách Imre út Budapest, VII. kerület",52,"{'Épület típusa': 'Lakás', 'Városrész': 'Belső-Erzsébetváros', 'Közös költség': '26 000 Ft/hó', 'Rezsi költség': '25 000 Ft/hó', 'Fűtés': 'Házközponti', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-15', 'Berendezés': 'Részben berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': '6', 'Lift': 'Van', 'Kilátás': 'Udvari', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Konyhai szellőzés': 'Ablak', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '7', 'Belmagasság': '290 cm', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Zuhanyzó Részletek
Budapest vibráló szívében, a VII. kerületben található ez az igényes lakás. A tökéletes lokációjú ingatlan a felkapott Madách Imre úton helyezkedik el, mely Budapest egyik legnépszerűbb, frekventált területeinek számít.

A lakás egy szépen karbantartott épület 6. emeletén helyezkedik el, ennek köszönhetően csendes, világos. Lift van.

A lakásba lépve az előszobába jutunk. Bal oldalra a konyha nyílik, egyenesen pedig a közösségi tér, aminek természetes fényét az innen is elérhető konyha nagy ablakai adják.

A hálószoba a nappaliból közelíthető meg. 
Szintén a nappaliból nyílik egy helyiség, ahol nagy beépített szekrények találhatóak. Ebből a helyiségből nyílik a fürdőszoba is, ami zuhanyzós, itt található a wc is.

A fotók között található alaprajz nem méretarányos, a helyiségek elhelyezkedésének bemutatását szolgálják.

A lakás üres, a képeken látható állapotban kiadó.

A konyha gépesített, a hűtő az előszobából nyíló tárolóban található, hogy a tágas tere megmaradjon a konyhának, kényelmesen el lehessen férni.

Az ablakok az udvarra néznek, ami biztosítja a csendet és a nyugalmat a városi élet közelében.

Kisállat nem jöhet.

Közös költség 26 500 ft, ami tartalmazza a fűtést és vízfogyasztást is.
Rezsi (villany) fogyasztás alapján fizetendő.

Az ingatlan minimum 1 évre kiadó közjegyző által hitelesített bérleti szerződéssel. A bérleti díjon felül fizetendő 2 havi kaucióval azonnal költözhető.

A környék kiváló infrastruktúrával rendelkezik: bevásárlási, kulturális és szórakozási lehetőségek a közvetlen szomszédságban. A közlekedés kiváló, metró, busz és villamos megállók egyaránt könnyen elérhetőek. Remek helyen, mégis elszigetelve a város zajától, békés, csendes udvarra néző minőségi lakás.

Deák tér 4 perc sétára található, aminek köszönhetően a város bármely pontja könnyedén elérhető.
Például néhány közkedvelt járat:
Metró: M1, M2, M3
Villamos: 47, 48, 49
Troli: 72
Busz: 9, 16, 105, 178, 210, 210B, 126
Éjszakai járatok: 916, 990

--

In the vibrant heart of Budapest, the VII. this sophisticated apartment is located in the district. The perfectly located property is located on the popular Madách Imre út, which is considered one of the most popular and frequented areas of Budapest.

The apartment is located on the 6th floor of a well-maintained building, so it is quiet and bright. There is an elevator.

Entering the apartment, we reach the hall. The kitchen opens to the left, and directly to the communal space, the natural light of which is provided by the large windows of the kitchen, which can also be accessed from here.

The bedroom can be accessed from the living room.
A room with large built-in wardrobes also opens from the living room. This room also leads to the bathroom, which has a shower, and the toilet is also located here.

The floor plan in the photos is not to scale, they serve to show the location of the rooms.

The apartment is empty, for rent in the condition shown in the pictures.

The kitchen is mechanized, the refrigerator is located in the storage room opening from the hall, so that the spacious space of the kitchen remains and it can be comfortably accommodated.

The windows face the courtyard, which ensures silence and tranquility near the city life.

Pets are not allowed.

Common cost HUF 26,500, which includes heating and water consumption.
Utilities (electricity) to be paid based on consumption.

The property is rented for at least 1 year with a notary-certified lease. You can move in immediately with a 2-month deposit to be paid in addition to the rent.

The neighborhood has an excellent infrastructure: shopping, cultural and entertainment opportunities in the immediate vicinity. Transportation is excellent, metro, bus and tram stops are all easily accessible. Quality apartment in a great location, yet isolated from the noise of the city, overlooking a peaceful, quiet courtyard.

Deák Square is a 4-minute walk away, which makes it easy to reach any part of the city.
For example, some popular flights:
Metro: M1, M2, M3
Tram: 47, 48, 49
Trolley: 72
Bus: 9, 16, 105, 178, 210, 210B, 126
Night bus: 916, 990

Környék: Blaha Lujza tér, Deák tér, Váci utca, Bazilika
",https://www.alberlet.hu/kiado_alberlet/budapest-VII-kerulet-madach-imre-ut-52m2-2-szoba_744567,1.5,Lakás,26 000 Ft/hó,Házközponti,Legalább 1 év,"Részben berendezett, gépesített",6,Van,Udvari,,Legalább 1 év,Nem adott,Társasház,Felújított,Összkomfortos,Fizetős parkoló övezet,7,25 000 Ft/hó,2024-04-15,,,,Ablak,,290 cm,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",Belső-Erzsébetváros,1,,,,,,,,,,,,
